OpenTime,Open,High,Low,Close,Volume
2026-03-22 00:00:00,2084.86,2084.97,2075.73,2078.71,1467.7191
2026-03-22 00:01:00,2078.7,2078.71,2050.12,2054.33,8123.5508
2026-03-22 00:02:00,2054.41,2060.47,2050.36,2058.82,4141.7003
2026-03-22 00:03:00,2058.83,2064.0,2056.35,2062.07,4034.853
2026-03-22 00:04:00,2062.06,2064.59,2057.02,2058.63,2099.3885
2026-03-22 00:05:00,2058.63,2065.35,2056.07,2064.51,2161.2949
2026-03-22 00:06:00,2064.52,2068.87,2064.52,2067.61,1206.1112
2026-03-22 00:07:00,2067.61,2069.93,2064.87,2069.74,727.5163
2026-03-22 00:08:00,2069.74,2079.61,2069.74,2076.65,1337.7287
2026-03-22 00:09:00,2076.65,2077.22,2074.6,2076.08,472.1648
2026-03-22 00:10:00,2076.08,2080.23,2075.64,2076.29,573.3178
2026-03-22 00:11:00,2076.3,2077.96,2074.32,2074.37,504.9853
2026-03-22 00:12:00,2074.37,2074.37,2065.07,2070.51,1713.5513
2026-03-22 00:13:00,2070.51,2073.66,2069.09,2069.5,835.7849
2026-03-22 00:14:00,2069.5,2072.19,2069.5,2071.82,820.4824
2026-03-22 00:15:00,2071.83,2077.44,2070.65,2074.23,1775.3699
2026-03-22 00:16:00,2074.23,2077.43,2074.1,2076.25,417.1924
2026-03-22 00:17:00,2076.24,2083.88,2076.24,2081.97,776.6197
2026-03-22 00:18:00,2081.93,2081.97,2080.0,2080.42,651.4212
2026-03-22 00:19:00,2080.43,2081.58,2078.88,2078.88,313.2813
2026-03-22 00:20:00,2078.89,2079.11,2070.26,2072.35,1938.6448
2026-03-22 00:21:00,2072.36,2077.43,2072.36,2076.59,525.8237
2026-03-22 00:22:00,2076.59,2078.1,2074.72,2077.69,268.1195
2026-03-22 00:23:00,2077.7,2079.82,2077.69,2077.8,244.1207
2026-03-22 00:24:00,2077.8,2080.47,2077.79,2079.3,260.9293
2026-03-22 00:25:00,2079.3,2079.3,2076.61,2078.63,225.1319
2026-03-22 00:26:00,2078.64,2080.25,2076.01,2077.92,933.6955
2026-03-22 00:27:00,2077.91,2079.08,2077.91,2078.94,162.4351
2026-03-22 00:28:00,2078.93,2078.94,2078.07,2078.52,75.2217
2026-03-22 00:29:00,2078.52,2086.6,2078.52,2085.97,1389.7064
2026-03-22 00:30:00,2085.98,2090.83,2085.98,2088.01,1207.1748
2026-03-22 00:31:00,2088.01,2091.11,2086.94,2090.58,747.7004
2026-03-22 00:32:00,2090.58,2090.76,2088.24,2088.25,473.1128
2026-03-22 00:33:00,2088.25,2088.73,2086.1,2087.88,500.8743
2026-03-22 00:34:00,2087.87,2090.72,2087.87,2090.61,187.5842
2026-03-22 00:35:00,2090.61,2095.43,2090.13,2090.89,3819.4723
2026-03-22 00:36:00,2090.89,2092.95,2090.34,2092.35,487.5069
2026-03-22 00:37:00,2092.34,2092.91,2089.24,2090.71,440.531
2026-03-22 00:38:00,2090.71,2091.13,2089.14,2089.31,1188.4868
2026-03-22 00:39:00,2089.3,2089.32,2087.44,2087.45,293.3774
2026-03-22 00:40:00,2087.46,2090.92,2087.21,2089.8,364.5371
2026-03-22 00:41:00,2089.81,2092.5,2089.8,2090.21,169.0162
2026-03-22 00:42:00,2090.22,2090.79,2089.02,2089.4,140.6949
2026-03-22 00:43:00,2089.4,2090.43,2088.68,2090.4,149.2356
2026-03-22 00:44:00,2090.39,2091.9,2090.39,2090.73,207.2237
2026-03-22 00:45:00,2090.73,2090.82,2088.69,2089.59,138.5722
2026-03-22 00:46:00,2089.59,2091.37,2089.11,2089.11,194.2708
2026-03-22 00:47:00,2089.12,2090.38,2089.12,2090.12,116.5742
2026-03-22 00:48:00,2090.13,2092.41,2090.13,2092.12,151.9471
2026-03-22 00:49:00,2092.11,2094.91,2091.14,2091.14,370.7108
2026-03-22 00:50:00,2091.14,2091.14,2087.36,2088.4,871.7108
2026-03-22 00:51:00,2088.4,2088.4,2080.3,2084.83,3730.635
2026-03-22 00:52:00,2084.83,2084.83,2080.93,2082.01,638.2315
2026-03-22 00:53:00,2082.02,2084.0,2080.39,2083.65,1046.2563
2026-03-22 00:54:00,2083.65,2084.45,2082.85,2083.73,586.4232
2026-03-22 00:55:00,2083.74,2084.39,2082.45,2082.99,439.2089
2026-03-22 00:56:00,2083.0,2086.1,2082.99,2086.1,715.2226
2026-03-22 00:57:00,2086.09,2087.16,2086.03,2086.4,428.5695
2026-03-22 00:58:00,2086.39,2088.13,2086.03,2086.58,672.9326
2026-03-22 00:59:00,2086.58,2088.16,2086.48,2087.67,251.023
2026-03-22 01:00:00,2087.68,2092.27,2087.68,2090.77,904.8825
2026-03-22 01:01:00,2090.77,2093.43,2090.05,2092.75,771.4833
2026-03-22 01:02:00,2092.76,2094.49,2088.44,2089.52,871.021
2026-03-22 01:03:00,2089.52,2090.82,2087.8,2088.15,388.8979
