OpenTime,Open,High,Low,Close,Volume
2026-04-04 00:00:00,2053.83,2053.84,2052.51,2052.99,77.5675
2026-04-04 00:01:00,2053.0,2053.21,2052.85,2052.86,91.1203
2026-04-04 00:02:00,2052.86,2052.86,2052.3,2052.31,23.3517
2026-04-04 00:03:00,2052.31,2052.76,2052.02,2052.12,74.4507
2026-04-04 00:04:00,2052.11,2052.61,2052.01,2052.01,62.2219
2026-04-04 00:05:00,2052.01,2052.3,2051.72,2052.22,73.3701
2026-04-04 00:06:00,2052.22,2052.65,2052.2,2052.2,84.4869
2026-04-04 00:07:00,2052.2,2052.21,2051.6,2051.71,87.7084
2026-04-04 00:08:00,2051.71,2052.38,2051.71,2052.37,18.3148
2026-04-04 00:09:00,2052.37,2052.39,2052.32,2052.39,78.6053
2026-04-04 00:10:00,2052.39,2052.55,2052.39,2052.54,4.263
2026-04-04 00:11:00,2052.54,2052.54,2051.5,2051.95,69.4583
2026-04-04 00:12:00,2051.94,2052.29,2051.83,2052.22,8.9304
2026-04-04 00:13:00,2052.22,2052.83,2052.01,2052.5,109.8556
2026-04-04 00:14:00,2052.5,2052.6,2052.32,2052.6,105.5181
2026-04-04 00:15:00,2052.6,2052.6,2052.32,2052.42,12.7601
2026-04-04 00:16:00,2052.42,2052.59,2052.33,2052.58,10.1448
2026-04-04 00:17:00,2052.59,2052.75,2052.32,2052.75,9.1265
2026-04-04 00:18:00,2052.75,2052.79,2052.56,2052.56,6.9408
2026-04-04 00:19:00,2052.56,2052.56,2052.34,2052.34,7.6661
2026-04-04 00:20:00,2052.34,2052.35,2051.5,2051.51,14.1614
2026-04-04 00:21:00,2051.51,2051.87,2051.51,2051.72,14.0615
2026-04-04 00:22:00,2051.72,2053.06,2051.72,2052.8,28.9301
2026-04-04 00:23:00,2052.8,2053.03,2052.78,2052.79,22.4093
2026-04-04 00:24:00,2052.78,2053.45,2052.78,2053.23,35.9649
2026-04-04 00:25:00,2053.23,2053.23,2053.22,2053.22,3.0852
2026-04-04 00:26:00,2053.23,2053.79,2053.22,2053.71,10.1833
2026-04-04 00:27:00,2053.71,2053.72,2053.22,2053.22,15.4837
2026-04-04 00:28:00,2053.23,2053.23,2053.22,2053.23,10.7648
2026-04-04 00:29:00,2053.23,2053.23,2052.24,2052.25,12.8576
2026-04-04 00:30:00,2052.24,2052.36,2051.93,2052.36,45.5121
2026-04-04 00:31:00,2052.36,2052.62,2052.36,2052.62,9.9839
2026-04-04 00:32:00,2052.62,2053.66,2052.62,2053.65,17.8231
2026-04-04 00:33:00,2053.66,2053.85,2053.65,2053.85,9.0353
2026-04-04 00:34:00,2053.86,2053.86,2053.45,2053.46,31.582
2026-04-04 00:35:00,2053.46,2053.46,2053.13,2053.15,9.4492
2026-04-04 00:36:00,2053.15,2053.31,2053.14,2053.31,13.7664
2026-04-04 00:37:00,2053.31,2053.74,2053.31,2053.33,10.8141
2026-04-04 00:38:00,2053.33,2053.34,2052.78,2053.14,15.9642
2026-04-04 00:39:00,2053.14,2053.55,2053.13,2053.55,8.9103
2026-04-04 00:40:00,2053.54,2053.55,2053.04,2053.04,8.4388
2026-04-04 00:41:00,2053.05,2053.05,2053.04,2053.05,2.8578
2026-04-04 00:42:00,2053.05,2053.67,2053.04,2053.67,14.6103
2026-04-04 00:43:00,2053.67,2053.67,2053.53,2053.53,13.5838
2026-04-04 00:44:00,2053.53,2053.57,2053.53,2053.56,3.2658
2026-04-04 00:45:00,2053.56,2053.56,2052.97,2053.1,24.223
2026-04-04 00:46:00,2053.09,2053.1,2052.51,2052.69,79.4842
2026-04-04 00:47:00,2052.69,2052.69,2052.68,2052.69,9.4106
2026-04-04 00:48:00,2052.68,2053.04,2052.68,2053.03,9.0487
2026-04-04 00:49:00,2053.03,2053.04,2053.02,2053.04,9.2223
2026-04-04 00:50:00,2053.03,2053.05,2052.85,2053.04,15.2253
2026-04-04 00:51:00,2053.05,2053.05,2053.04,2053.05,11.2575
2026-04-04 00:52:00,2053.04,2053.04,2052.35,2052.77,48.9996
2026-04-04 00:53:00,2052.76,2052.77,2052.76,2052.77,8.9912
2026-04-04 00:54:00,2052.76,2052.76,2052.55,2052.56,10.9089
2026-04-04 00:55:00,2052.56,2052.56,2052.32,2052.32,19.0353
2026-04-04 00:56:00,2052.33,2052.4,2052.2,2052.25,9.8957
2026-04-04 00:57:00,2052.25,2052.26,2052.08,2052.08,2.4292
2026-04-04 00:58:00,2052.09,2052.09,2052.08,2052.08,3.2874
2026-04-04 00:59:00,2052.09,2052.26,2052.08,2052.26,14.4132
2026-04-04 01:00:00,2052.26,2052.43,2052.21,2052.22,16.6152
2026-04-04 01:01:00,2052.22,2052.22,2051.51,2051.51,18.7403
2026-04-04 01:02:00,2051.5,2051.58,2051.39,2051.57,29.0386
2026-04-04 01:03:00,2051.57,2052.15,2051.57,2051.88,31.8778
2026-04-04 01:04:00,2051.89,2052.76,2051.89,2052.76,14.7414
2026-04-04 01:05:00,2052.76,2053.07,2052.76,2053.06,10.1968
2026-04-04 01:06:00,2053.06,2053.55,2053.06,2053.55,18.1457
2026-04-04 01:07:00,2053.54,2053.8,2053.54,2053.69,10.2611
2026-04-04 01:08:00,2053.7,2053.7,2053.01,2053.01,10.6349
2026-04-04 01:09:00,2053.0,2053.0,2052.83,2052.83,6.0271
2026-04-04 01:10:00,2052.83,2053.07,2052.42,2052.42,11.2428
2026-04-04 01:11:00,2052.42,2052.42,2052.21,2052.21,19.4651
2026-04-04 01:12:00,2052.22,2052.33,2052.13,2052.14,41.1954
2026-04-04 01:13:00,2052.14,2052.14,2051.72,2051.73,31.4928
2026-04-04 01:14:00,2051.72,2051.79,2050.85,2050.91,67.4148
2026-04-04 01:15:00,2050.9,2050.91,2049.57,2049.87,65.3525
2026-04-04 01:16:00,2049.87,2050.86,2049.87,2050.58,119.1841
2026-04-04 01:17:00,2050.58,2051.21,2050.15,2050.99,45.4843
2026-04-04 01:18:00,2050.98,2050.98,2049.87,2050.53,64.4339
2026-04-04 01:19:00,2050.52,2051.06,2050.44,2051.06,21.7836
2026-04-04 01:20:00,2051.06,2051.22,2051.01,2051.01,5.6768
2026-04-04 01:21:00,2051.02,2051.02,2050.46,2050.46,4.0158
2026-04-04 01:22:00,2050.47,2050.54,2050.46,2050.47,2.1085
2026-04-04 01:23:00,2050.46,2050.46,2049.85,2049.85,12.1439
2026-04-04 01:24:00,2049.86,2050.8,2049.85,2050.79,62.9555
2026-04-04 01:25:00,2050.79,2050.8,2050.2,2050.21,18.2703
2026-04-04 01:26:00,2050.2,2051.19,2050.2,2050.9,27.9747
2026-04-04 01:27:00,2050.9,2050.91,2050.48,2050.49,7.8863
2026-04-04 01:28:00,2050.48,2050.9,2050.48,2050.89,36.833
