OpenTime,Open,High,Low,Close,Volume
2026-01-06 00:00:00,3224.99,3227.12,3224.99,3226.88,138.5182
2026-01-06 00:01:00,3226.89,3228.61,3226.61,3228.6,79.4741
2026-01-06 00:02:00,3228.61,3229.88,3228.39,3229.57,50.8767
2026-01-06 00:03:00,3229.57,3229.57,3229.07,3229.47,17.3977
2026-01-06 00:04:00,3229.47,3230.27,3229.09,3230.26,65.3675
2026-01-06 00:05:00,3230.26,3231.21,3230.26,3231.21,81.9823
2026-01-06 00:06:00,3231.2,3231.2,3225.96,3226.6,96.4968
2026-01-06 00:07:00,3226.6,3227.36,3223.35,3223.48,308.8479
2026-01-06 00:08:00,3223.48,3223.87,3221.94,3222.57,111.6635
2026-01-06 00:09:00,3222.57,3222.57,3221.69,3221.91,93.151
2026-01-06 00:10:00,3221.92,3222.5,3221.05,3221.05,255.9535
2026-01-06 00:11:00,3221.05,3222.41,3220.61,3220.62,140.8263
2026-01-06 00:12:00,3220.62,3220.62,3218.62,3218.74,330.9845
2026-01-06 00:13:00,3218.74,3220.74,3218.26,3219.08,132.121
2026-01-06 00:14:00,3219.09,3219.37,3217.0,3217.24,263.1016
2026-01-06 00:15:00,3217.24,3218.28,3215.47,3215.52,287.4125
2026-01-06 00:16:00,3215.53,3218.15,3215.43,3218.11,133.3996
2026-01-06 00:17:00,3218.11,3218.11,3215.93,3216.68,172.8144
2026-01-06 00:18:00,3216.69,3218.36,3215.03,3217.89,628.2618
2026-01-06 00:19:00,3217.89,3219.84,3217.32,3219.08,148.1379
2026-01-06 00:20:00,3219.08,3221.29,3218.31,3220.97,165.7221
2026-01-06 00:21:00,3220.96,3221.63,3219.04,3219.88,206.3612
2026-01-06 00:22:00,3219.89,3220.05,3218.19,3218.52,46.6755
2026-01-06 00:23:00,3218.53,3221.08,3218.53,3220.2,130.1262
2026-01-06 00:24:00,3220.2,3220.2,3216.62,3216.62,69.1473
2026-01-06 00:25:00,3216.61,3216.67,3215.35,3216.45,88.4016
2026-01-06 00:26:00,3216.45,3219.14,3216.45,3219.14,77.6164
2026-01-06 00:27:00,3219.13,3219.71,3217.76,3217.76,90.6117
2026-01-06 00:28:00,3217.76,3219.48,3217.46,3219.48,80.9519
2026-01-06 00:29:00,3219.47,3221.45,3219.47,3221.19,83.292
2026-01-06 00:30:00,3221.19,3221.19,3217.76,3217.76,43.8689
2026-01-06 00:31:00,3217.76,3217.76,3213.5,3213.75,195.5802
2026-01-06 00:32:00,3213.74,3214.0,3211.44,3211.44,381.2317
2026-01-06 00:33:00,3211.5,3212.98,3208.89,3210.96,781.0777
2026-01-06 00:34:00,3210.95,3211.29,3208.41,3208.57,183.1512
2026-01-06 00:35:00,3208.57,3209.94,3207.36,3207.9,181.1841
2026-01-06 00:36:00,3207.89,3207.89,3205.15,3207.2,317.5844
2026-01-06 00:37:00,3207.21,3208.45,3204.63,3204.63,403.7655
2026-01-06 00:38:00,3204.63,3206.23,3203.84,3205.24,367.189
2026-01-06 00:39:00,3205.25,3206.13,3203.84,3204.19,180.2678
2026-01-06 00:40:00,3204.2,3205.65,3203.34,3205.25,145.3831
2026-01-06 00:41:00,3205.25,3205.95,3203.49,3205.79,98.7454
2026-01-06 00:42:00,3205.8,3206.32,3203.78,3205.28,76.6654
2026-01-06 00:43:00,3205.28,3205.28,3204.39,3204.5,152.1814
2026-01-06 00:44:00,3204.48,3208.89,3204.47,3206.73,618.6501
2026-01-06 00:45:00,3206.74,3208.89,3205.52,3208.24,192.5986
2026-01-06 00:46:00,3208.24,3209.26,3205.25,3205.26,117.5391
2026-01-06 00:47:00,3205.26,3206.43,3204.47,3205.87,123.0236
2026-01-06 00:48:00,3205.87,3208.56,3205.87,3208.23,95.0371
2026-01-06 00:49:00,3208.22,3209.2,3207.49,3209.2,179.2623
2026-01-06 00:50:00,3209.2,3210.0,3209.07,3209.96,143.3211
2026-01-06 00:51:00,3209.95,3213.3,3209.79,3212.21,360.3309
2026-01-06 00:52:00,3212.22,3214.2,3212.22,3214.02,200.2735
2026-01-06 00:53:00,3214.01,3215.0,3213.29,3213.78,261.4846
2026-01-06 00:54:00,3213.78,3214.6,3213.56,3213.95,49.569
2026-01-06 00:55:00,3213.96,3216.47,3213.95,3216.37,121.2928
2026-01-06 00:56:00,3216.36,3216.56,3216.19,3216.56,120.0721
2026-01-06 00:57:00,3216.56,3216.56,3215.69,3215.7,72.0446
2026-01-06 00:58:00,3215.7,3216.44,3215.56,3216.44,44.3338
2026-01-06 00:59:00,3216.44,3216.44,3216.09,3216.1,56.2954
2026-01-06 01:00:00,3216.1,3218.88,3215.83,3218.7,168.288
2026-01-06 01:01:00,3218.7,3226.66,3218.25,3224.95,691.9494
2026-01-06 01:02:00,3224.95,3226.91,3220.89,3220.89,176.271
2026-01-06 01:03:00,3220.89,3220.89,3218.44,3220.87,89.023
2026-01-06 01:04:00,3220.88,3222.34,3219.8,3221.32,527.9527
2026-01-06 01:05:00,3221.32,3221.81,3217.96,3218.81,121.4058
2026-01-06 01:06:00,3218.81,3219.83,3218.08,3219.7,293.8597
2026-01-06 01:07:00,3219.7,3220.18,3216.83,3218.24,247.8313
2026-01-06 01:08:00,3218.23,3219.0,3218.23,3219.0,92.7111
2026-01-06 01:09:00,3219.0,3221.66,3219.0,3221.33,1321.6936
2026-01-06 01:10:00,3221.34,3221.96,3220.94,3221.3,327.5714
2026-01-06 01:11:00,3221.3,3223.65,3220.59,3223.65,107.3728
2026-01-06 01:12:00,3223.64,3225.75,3223.53,3223.53,153.9261
2026-01-06 01:13:00,3223.53,3225.0,3222.6,3224.99,38.5703
2026-01-06 01:14:00,3225.0,3225.51,3223.36,3223.38,440.9071
2026-01-06 01:15:00,3223.39,3224.92,3223.39,3224.47,101.8921
2026-01-06 01:16:00,3224.48,3224.48,3222.19,3222.7,85.7688
2026-01-06 01:17:00,3222.7,3224.8,3222.4,3224.63,220.4579
2026-01-06 01:18:00,3224.63,3224.63,3224.02,3224.21,86.6636
2026-01-06 01:19:00,3224.21,3228.95,3224.21,3228.95,1105.2219
2026-01-06 01:20:00,3228.95,3230.0,3228.25,3229.99,199.8987
2026-01-06 01:21:00,3230.0,3239.9,3230.0,3235.07,1524.664
2026-01-06 01:22:00,3235.08,3235.4,3233.59,3233.62,152.4505
2026-01-06 01:23:00,3233.62,3234.87,3231.36,3231.38,153.8422
2026-01-06 01:24:00,3231.37,3232.83,3231.14,3232.24,56.352
2026-01-06 01:25:00,3232.23,3236.3,3232.23,3235.96,142.2369
2026-01-06 01:26:00,3235.95,3235.95,3233.77,3234.39,130.9223
2026-01-06 01:27:00,3234.39,3235.23,3232.79,3233.74,78.6825
2026-01-06 01:28:00,3233.73,3238.94,3233.38,3238.65,475.5029
2026-01-06 01:29:00,3238.66,3247.3,3238.66,3243.2,1620.4765
2026-01-06 01:30:00,3243.2,3244.17,3239.44,3240.59,303.7195
2026-01-06 01:31:00,3240.59,3240.8,3238.51,3238.51,192.4791
2026-01-06 01:32:00,3238.52,3240.59,3238.19,3238.6,157.9034
2026-01-06 01:33:00,3238.59,3239.08,3234.86,3235.04,296.5643
2026-01-06 01:34:00,3235.05,3235.64,3234.11,3234.7,94.1952
2026-01-06 01:35:00,3234.7,3236.49,3234.43,3234.94,165.7862
2026-01-06 01:36:00,3234.95,3235.53,3234.4,3234.93,151.1058
2026-01-06 01:37:00,3234.94,3234.94,3232.9,3234.22,268.1017
2026-01-06 01:38:00,3234.23,3234.23,3230.38,3230.81,194.0765
2026-01-06 01:39:00,3230.82,3232.67,3229.57,3232.67,166.2334
2026-01-06 01:40:00,3232.67,3232.83,3231.57,3231.57,119.2112
2026-01-06 01:41:00,3231.58,3232.74,3231.5,3231.5,84.5224
2026-01-06 01:42:00,3231.51,3231.66,3229.58,3229.95,148.6069
2026-01-06 01:43:00,3229.94,3230.7,3229.57,3229.98,65.6048
2026-01-06 01:44:00,3229.98,3229.98,3226.89,3227.69,290.0116
2026-01-06 01:45:00,3227.7,3228.73,3227.7,3228.01,87.5294
2026-01-06 01:46:00,3228.01,3231.0,3226.98,3230.51,97.6535
2026-01-06 01:47:00,3230.52,3231.0,3227.93,3227.94,125.756
2026-01-06 01:48:00,3227.93,3229.0,3225.26,3228.45,246.5185
2026-01-06 01:49:00,3228.45,3228.45,3224.09,3224.23,327.002
2026-01-06 01:50:00,3224.22,3224.65,3217.07,3219.62,1010.4348
2026-01-06 01:51:00,3219.62,3220.79,3219.0,3220.09,100.5682
2026-01-06 01:52:00,3220.08,3220.48,3218.83,3218.83,130.232
2026-01-06 01:53:00,3218.83,3219.84,3217.73,3219.77,148.7859
2026-01-06 01:54:00,3219.77,3219.77,3217.6,3217.99,82.466
2026-01-06 01:55:00,3217.99,3218.42,3216.76,3216.77,148.0099
2026-01-06 01:56:00,3216.77,3218.23,3216.76,3217.91,93.2153
2026-01-06 01:57:00,3217.91,3219.12,3217.63,3217.79,118.2875
2026-01-06 01:58:00,3217.8,3218.38,3217.63,3218.02,60.8178
2026-01-06 01:59:00,3218.02,3218.33,3218.01,3218.32,47.1363
2026-01-06 02:00:00,3218.33,3219.58,3218.33,3218.98,46.095
2026-01-06 02:01:00,3218.99,3224.36,3218.99,3224.03,203.1556
2026-01-06 02:02:00,3224.02,3224.11,3222.54,3222.72,249.9648
2026-01-06 02:03:00,3222.73,3223.49,3221.44,3221.89,174.0483
2026-01-06 02:04:00,3221.9,3221.9,3218.02,3219.36,252.0842
2026-01-06 02:05:00,3219.35,3221.98,3219.01,3221.54,261.1521
2026-01-06 02:06:00,3221.53,3222.0,3220.64,3221.37,43.7658
2026-01-06 02:07:00,3221.38,3222.09,3216.76,3217.13,138.5419
2026-01-06 02:08:00,3217.14,3217.51,3215.0,3215.64,429.5952
2026-01-06 02:09:00,3215.65,3215.99,3214.34,3214.7,192.5404
2026-01-06 02:10:00,3214.69,3215.71,3213.55,3215.71,153.1112
2026-01-06 02:11:00,3215.71,3217.76,3214.66,3217.75,113.7038
2026-01-06 02:12:00,3217.75,3217.75,3216.93,3217.04,98.8847
2026-01-06 02:13:00,3217.04,3218.89,3217.04,3218.55,50.0129
2026-01-06 02:14:00,3218.55,3218.55,3217.35,3217.35,64.821
2026-01-06 02:15:00,3217.35,3217.35,3215.3,3216.5,88.9906
2026-01-06 02:16:00,3216.5,3217.32,3216.32,3217.32,42.5275
2026-01-06 02:17:00,3217.31,3218.85,3217.31,3218.84,112.9064
2026-01-06 02:18:00,3218.85,3219.17,3216.32,3216.47,110.831
2026-01-06 02:19:00,3216.48,3216.48,3215.43,3215.47,31.8764
2026-01-06 02:20:00,3215.47,3219.33,3215.47,3219.33,42.8099
2026-01-06 02:21:00,3219.33,3219.94,3217.25,3219.93,74.6215
2026-01-06 02:22:00,3219.93,3220.0,3217.82,3219.81,86.3988
2026-01-06 02:23:00,3219.8,3220.94,3218.27,3219.32,122.0769
2026-01-06 02:24:00,3219.33,3219.75,3218.67,3218.68,100.6847
2026-01-06 02:25:00,3218.68,3221.48,3218.68,3221.48,85.5458
2026-01-06 02:26:00,3221.47,3221.6,3219.08,3220.87,96.9465
2026-01-06 02:27:00,3220.87,3220.87,3218.73,3219.83,483.7625
2026-01-06 02:28:00,3219.82,3220.92,3219.5,3220.92,33.3798
2026-01-06 02:29:00,3220.91,3220.91,3218.84,3219.01,37.1252
2026-01-06 02:30:00,3219.01,3220.87,3219.01,3220.17,86.7867
2026-01-06 02:31:00,3220.17,3220.17,3215.01,3215.39,91.8684
2026-01-06 02:32:00,3215.39,3215.99,3213.76,3214.84,162.3906
2026-01-06 02:33:00,3214.84,3215.36,3213.56,3213.56,221.0503
2026-01-06 02:34:00,3213.56,3213.56,3211.91,3212.48,251.1075
2026-01-06 02:35:00,3212.47,3212.47,3211.53,3211.54,75.0358
2026-01-06 02:36:00,3211.53,3213.73,3211.53,3213.53,179.6393
2026-01-06 02:37:00,3213.53,3213.53,3211.96,3212.31,62.2144
2026-01-06 02:38:00,3212.3,3212.3,3208.72,3210.89,244.3628
2026-01-06 02:39:00,3210.89,3212.26,3210.89,3211.26,168.8114
2026-01-06 02:40:00,3211.27,3214.57,3211.27,3213.96,124.2276
2026-01-06 02:41:00,3213.96,3213.96,3212.5,3213.91,106.6878
2026-01-06 02:42:00,3213.92,3214.84,3213.57,3214.84,46.2341
2026-01-06 02:43:00,3214.83,3215.27,3213.64,3215.26,41.7471
2026-01-06 02:44:00,3215.26,3215.27,3214.62,3215.21,62.4082
2026-01-06 02:45:00,3215.2,3216.64,3214.59,3214.89,162.3016
2026-01-06 02:46:00,3214.9,3215.54,3214.89,3215.53,19.9699
2026-01-06 02:47:00,3215.54,3215.7,3213.16,3213.58,125.5059
2026-01-06 02:48:00,3213.57,3215.77,3213.57,3215.48,121.3136
2026-01-06 02:49:00,3215.48,3216.72,3214.98,3214.98,129.5701
2026-01-06 02:50:00,3214.99,3215.51,3214.71,3215.51,56.9761
2026-01-06 02:51:00,3215.51,3215.92,3214.23,3214.24,139.0759
2026-01-06 02:52:00,3214.23,3214.26,3213.14,3214.25,94.004
2026-01-06 02:53:00,3214.25,3214.9,3214.25,3214.88,54.088
2026-01-06 02:54:00,3214.88,3215.25,3214.88,3215.16,24.2715
2026-01-06 02:55:00,3215.17,3216.58,3215.17,3216.15,53.9395
2026-01-06 02:56:00,3216.16,3218.99,3216.16,3218.1,126.3727
2026-01-06 02:57:00,3218.11,3219.0,3216.32,3216.32,31.2185
2026-01-06 02:58:00,3216.33,3218.91,3216.33,3218.9,41.1107
2026-01-06 02:59:00,3218.9,3218.9,3217.09,3217.1,32.6931
2026-01-06 03:00:00,3217.1,3217.25,3216.39,3216.39,54.1239
2026-01-06 03:01:00,3216.39,3216.39,3215.0,3215.13,56.9228
2026-01-06 03:02:00,3215.12,3215.13,3214.12,3214.87,76.66
2026-01-06 03:03:00,3214.87,3216.99,3214.87,3215.8,164.1765
2026-01-06 03:04:00,3215.8,3218.88,3215.79,3218.88,96.2964
2026-01-06 03:05:00,3218.88,3222.33,3217.76,3221.49,268.6257
